headword,ecdict_phonetic,ecdict_pos_raw,ecdict_primary_pos,ecdict_definition_en,ecdict_translation_zh,ecdict_collins,ecdict_oxford,ecdict_tags,ecdict_bnc_rank,ecdict_frq_rank,ecdict_exchange,oxford_cefr_levels,oxford_pos_values,oxford_entry_count,webster_fallback_available,source_coverage,human_review,review_reason
trench,trentʃ,,,n. a ditch dug as a fortification having a parapet of the excavated earth,"n. 渠, 沟渠, 战壕",1,F,cet6 ky toefl ielts gre,5674,6459,s:trenches/i:trenching/p:trenched/d:trenched/3:trenches,,,0,T,ECDICT|WEBSTER_1913,T,Missing Oxford cross-check or Chinese translation.
trend,trend,,,n a general direction in which something tends to move,"n. 趋势, 倾向, 走向",3,T,gk cet4 cet6 ky toefl ielts gre,1949,1697,s:trends/i:trending/p:trended/3:trends/d:trended,B1,n.,1,T,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
trendy,'trendi,,,s. in accord with the latest fad,"a. 随潮流的, 时髦的, 赶潮流的",1,F,,12098,9421,s:trendies/t:trendiest/r:trendier,,,0,F,ECDICT,T,Missing Oxford cross-check or Chinese translation.
trent,trent,,,n. a river in central England that flows generally northeastward to join with the Ouse River and form the Humber,n. 特伦特（男子名）；特伦托河（英格兰中部河流）,,F,,5496,,,,,0,F,ECDICT,T,Missing Oxford cross-check or Chinese translation.
trevor,'trevə,,,,n. 特雷弗（男子名）,,F,,5123,,,,,0,F,ECDICT,T,Missing Oxford cross-check or Chinese translation.
trial,'traiәl,,,n. trying something to find out about it,"n. 审判, 试验, 艰苦, 麻烦事, 考验",4,T,gk cet4 cet6 ky toefl ielts,1166,898,s:trials/p:trialled,B2,n.,1,T,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
triangle,'traiæŋgl,,,n. a three-sided polygon,"n. 三角形, 三个一组, 三角关系",1,T,gk cet4 cet6 ky toefl ielts,5296,5605,s:triangles,,,0,T,ECDICT|WEBSTER_1913,T,Missing Oxford cross-check or Chinese translation.
triangular,trai'æŋgjulә,,,s. having three angles; forming or shaped like a triangle,"a. 三角形的, 三人间的",,F,cet6,9729,12260,,,,0,T,ECDICT|WEBSTER_1913,T,Missing Oxford cross-check or Chinese translation.
tribal,traibl,,,a. relating to or characteristic of a tribe,"a. 部落的, 宗族的",,F,toefl,7251,4042,s:tribals,C1,adj.,1,T,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
tribe,traib,,,n. a social division of (usually preliterate) people,"n. 宗族, 部落, 一群人",2,F,cet4 cet6 ky toefl ielts,4602,2948,s:tribes,B2,n.,1,T,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
tribunal,trai'bju:nl,,,n an assembly (including one or more judges) to conduct judicial business,"n. 法庭, 法官席, 裁决",2,F,gre,3467,7159,s:tribunals,C1,n.,1,T,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
tribute,'tribju:t,,,n. something given or done as an expression of esteem,"n. 贡物, 礼物, 颂辞",2,F,cet6 ky toefl gre,3939,4953,s:tributes,C1,n.,1,T,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
trick,trik,,,n. a cunning or deceitful action or device,"n. 诡计, 欺诈, 谋略, 恶作剧, 习惯, 决窍",3,T,gk cet4 cet6 ky toefl ielts,3180,3068,s:tricks/d:tricked/p:tricked/3:tricks/i:tricking,B1,n.|v.,2,T,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
trickle,'trikl,,,"v. run or flow slowly, as in drops or in an unsteady stream","n. 滴, 细流",1,F,toefl ielts gre,10055,8863,p:trickled/i:trickling/s:trickles/3:trickles/d:trickled,,,0,T,ECDICT|WEBSTER_1913,T,Missing Oxford cross-check or Chinese translation.
tricky,'triki,,,s not to be trusted,"a. 狡猾的, 机敏的",2,F,,6898,6391,r:trickier/t:trickiest,,,0,T,ECDICT|WEBSTER_1913,T,Missing Oxford cross-check or Chinese translation.
trigger,'trigә,,,n. a device that activates or releases or causes something to happen,"n. 触发器, 扳机",3,F,cet6 ky toefl ielts gre,4962,3666,d:triggered/p:triggered/i:triggering/3:triggers/s:triggers,B2|C1,n.|v.,2,T,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
trillion,'triljәn,,,n. the number that is represented as a one followed by 18 zeros,n. 大量,2,F,toefl,26476,5167,,B2,num.,1,T,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
trim,trim,,,n. a state of arrangement or appearance,"n. 整齐, 情形, 修剪",2,F,cet4 cet6 ky toefl ielts gre,5969,4920,d:trimmed/i:trimming/p:trimmed/s:trims/r:trimmer/3:trims,,,0,T,ECDICT|WEBSTER_1913,T,Missing Oxford cross-check or Chinese translation.
trio,'tri:әu,,,n. a musical composition for three performers,n. 三重唱,2,F,gre,6580,6491,s:trios,C1,n.,1,T,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
trip,trip,,,n. a journey for some purpose (usually including the return),"n. 旅行, 绊倒, 摔倒, 失足, 差错, 旅程",4,T,zk gk toefl ielts,1664,962,s:trips/i:tripping/p:tripped/3:trips/d:tripped,A1|B2,n.|v.,2,T,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
triple,'tripl,,,n. a base hit at which the batter stops safely at third base,"n. 三倍数, 三个一组",2,F,cet6 ky ielts,8696,7063,d:tripled/p:tripled/s:triples/i:tripling/3:triples,,,0,T,ECDICT|WEBSTER_1913,T,Missing Oxford cross-check or Chinese translation.
triumph,'traiәmf,,,n. the exultation of victory,"n. 凯旋, 胜利, 欢欣",3,F,cet4 cet6 ky toefl ielts gre,3546,4638,s:triumphs/p:triumphed/d:triumphed/i:triumphing/3:triumphs,C1,n.,1,T,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
triumphant,trai'ʌmfәnt,,,s. experiencing triumph,"a. 得胜的, 得意洋洋的",1,F,cet6,8646,10088,s:triumphants,,,0,F,ECDICT,T,Missing Oxford cross-check or Chinese translation.
trivial,'tiviәl,,,s. concerned with trivialities,"a. 琐碎的, 不重要的, 轻微的, 平常的",1,F,cet6 ky toefl ielts gre,5940,8180,,,,0,T,ECDICT|WEBSTER_1913,T,Missing Oxford cross-check or Chinese translation.
trolley,'trɒli,,,n a wheeled vehicle that runs on rails and is propelled by electricity,"n. 电车, 手推车, 台车",1,F,cet6 ky toefl ielts,6071,12139,s:trolleys,,,0,T,ECDICT|WEBSTER_1913,T,Missing Oxford cross-check or Chinese translation.
troop,tru:p,,,n. a group of soldiers,"n. 军队, 一群, 一队",4,F,gk cet4 cet6 ky toefl,1740,1137,s:troops/p:trooped/i:trooping/3:troops/d:trooped,B2,n.,1,T,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
trooper,'tru:pә,,,n. a mounted policeman,"n. 骑兵, 骑警, 伞兵",1,F,,12958,8219,s:troopers,,,0,T,ECDICT|WEBSTER_1913,T,Missing Oxford cross-check or Chinese translation.
trophy,'trәufi,,,n. an award for success in war or hunting,"n. 战利品, 奖品",2,F,gre,4211,5448,s:trophies,C1,n.,1,T,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
tropical,'trɒpikl,,,s. relating to or situated in or characteristic of the tropics (the region on either side of the equator),"a. 热带的, 热情的",2,T,cet4 cet6 ky toefl,3874,4182,s:tropicals,B2,adj.,1,T,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
trot,trɒt,,,n. a gait faster than a walk; diagonally opposite legs strike the ground together,n. 快步,1,F,cet6 toefl,8837,8347,p:trotted/i:trotting/d:trotted/3:trots/s:trots,,,0,T,ECDICT|WEBSTER_1913,T,Missing Oxford cross-check or Chinese translation.
trouble,'trʌbl,,,n. a source of difficulty,"n. 烦恼, 麻烦, 困难, 动乱, 故障",4,T,zk gk toefl ielts,1005,981,s:troubles/d:troubled/p:troubled/3:troubles/i:troubling,A2|B2,n.|v.,2,T,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
troubled,'trʌbld,,,a. characterized by or indicative of distress or affliction or danger or need,"a. 烦恼的, 混乱的, 不安的",2,F,,6982,4882,0:trouble/1:dp/d:troubled/p:troubled,C1,adj.,1,T,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
troublesome,'trʌblsәm,,,s. difficult to deal with,"a. 麻烦的, 令人讨厌的",1,F,gk cet4 cet6 ky toefl,9603,9839,,,,0,T,ECDICT|WEBSTER_1913,T,Missing Oxford cross-check or Chinese translation.
troubling,,,,v move deeply,n. 浊度；浑浊度,,F,toefl,23336,7561,0:trouble/1:i/i:troubling,,,0,T,ECDICT|WEBSTER_1913,T,Missing Oxford cross-check or Chinese translation.
trough,trɒ:f,,,n. a narrow depression (as in the earth or between ocean waves or in the ocean bed),"n. 槽, 水槽, 饲料槽",1,F,toefl,8662,11006,s:troughs/p:troughed/d:troughed/i:troughing,,,0,T,ECDICT|WEBSTER_1913,T,Missing Oxford cross-check or Chinese translation.
trousers,'trauzәz,,,"n (usually in the plural) a garment extending from the waist to the knee or ankle, covering each leg separately","pl. 裤子, 长裤",2,T,zk gk cet4 cet6 ky ielts,2969,7124,s:trousers/0:trousers/1:s,A1,n.,1,T,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
trout,traut,,,n. flesh of any of several primarily freshwater game and food fishes,n. 鲑鱼,1,F,,7309,5046,s:trouts,,,0,T,ECDICT|WEBSTER_1913,T,Missing Oxford cross-check or Chinese translation.
truce,tru:s,,,n a state of peace agreed to between opponents so they can discuss peace terms,"n. 停战, 休战",2,F,ielts gre,8938,11070,s:truces,,,0,T,ECDICT|WEBSTER_1913,T,Missing Oxford cross-check or Chinese translation.
truck,trʌk,,,n. an automotive vehicle suitable for hauling,"n. 卡车, 货车, 对...进行交易, 来往, 实物工资, (供应市场的)蔬菜, 废物, 废话",3,T,zk gk cet4 cet6 ky,3631,1237,s:trucks/i:trucking/d:trucked/p:trucked/3:trucks,A2,n.,1,T,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
true,tru:,,,n. proper alignment; the property possessed by something that is in correct or proper alignment,"a. 真实的, 正确的, 忠诚的, 可靠的, 纯粹的, 正式的",4,T,zk gk,547,492,r:truer/t:truest/i:truing/p:trued/3:trues/d:trued,A1,adj.,1,T,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
truly,'tru:li,,,r. in accordance with truth or fact or reality,"adv. 真实地, 不假",3,T,gk cet4 cet6,2576,1719,,B2,adv.,1,T,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
trumpet,'trʌmpit,,,"v. proclaim on, or as if on, a trumpet","n. 喇叭, 小号, 喇叭声",2,F,cet4 cet6 ky toefl ielts gre,8849,8936,s:trumpets/3:trumpets/i:trumpeting/p:trumpeted/d:trumpeted,,,0,T,ECDICT|WEBSTER_1913,T,Missing Oxford cross-check or Chinese translation.
trunk,trʌŋk,,,n. the main stem of a tree; usually covered with bark; the bole is usually the part that is commercially useful for lumber,"n. 树干, 干线, 躯干, 主干, 象鼻, 箱子",2,F,gk cet4 cet6 ky toefl ielts gre,4993,3533,s:trunks/i:trunking,,,0,T,ECDICT|WEBSTER_1913,T,Missing Oxford cross-check or Chinese translation.
trust,trʌst,,,n. something (as property) held by one party (the trustee) for the benefit of another (the beneficiary),"n. 信任, 信赖, 相信, 受托, 职责, 信心, 托拉斯",4,T,zk gk cet4 cet6 ky,1160,1841,s:trusts/d:trusted/p:trusted/i:trusting/3:trusts,B2,n.|v.,2,T,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
trustee,.trʌs'ti:,,,n. a person (or institution) to whom legal title to property is entrusted to use for another's benefit,"n. 受托人, 理事",2,F,,3473,6118,s:trustees,C1,n.,1,T,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
truth,tru:θ,,,n. a fact that has been verified,"n. 事实, 实情",4,T,zk gk cet4 cet6 ky toefl,1152,850,s:truths,B1,n.,1,T,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
try,trai,,,v. make an effort or attempt,"n. 尝试, 试验, 审理, 审判",5,T,zk gk,159,127,i:trying/p:tried/d:tried/3:tries/s:tries,A1|B2,n.|v.,2,T,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
tsar,zɑ:,,,n a male monarch or emperor (especially of Russia prior to 1917),n. 沙皇,1,F,,8347,24138,s:tsars,,,0,T,ECDICT|WEBSTER_1913,T,Missing Oxford cross-check or Chinese translation.
tsunami,tsu'nɑ:mi,,,n. a cataclysm resulting from a destructive sea wave caused by an earthquake or volcanic eruption,n. 海啸,,F,,,10936,s:tsunami/0:tsunami/1:s,B2,n.,1,F,ECDICT|OXFORD_REPO,F,
tt,,,,n (astronomy) a measure of time defined by Earth's orbital motion; terrestrial time is mean solar time corrected for the irregularities of the Earth's motions,电汇,,F,,8377,,,,,0,F,ECDICT,T,Missing Oxford cross-check or Chinese translation.
tub,tʌb,,,n. a large open vessel for holding or storing liquids,"n. 桶, 浴盆",1,F,cet4 cet6 ky toefl,8657,5418,s:tubs/i:tubbing/d:tubbed,,,0,T,ECDICT|WEBSTER_1913,T,Missing Oxford cross-check or Chinese translation.
tube,tju:b,,,n. conduit consisting of a long hollow object (usually cylindrical) used to hold and conduct objects or liquids or gases,"n. 管, 软管, 隧道",3,T,gk cet4 cet6 ky toefl ielts,2688,2520,s:tubes/d:tubed/i:tubing/p:tubed/3:tubes,B1,n.,1,T,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
tuberculosis,"tju,bә:kju'lәusis",,,n. infection transmitted by inhalation or ingestion of tubercle bacilli and manifested in fever and small lesions (usually in the lungs but in various other parts of the body in acute stages),n. 肺结核,1,F,cet6,10548,9082,,,,0,T,ECDICT|WEBSTER_1913,T,Missing Oxford cross-check or Chinese translation.
tuck,tʌk,,,n. eatables (especially sweets),"n. 缝褶, 活力, 鼓声, 船尾突出部, 食品",2,F,cet4 cet6 ky ielts,4336,4115,d:tucked/p:tucked/i:tucking/3:tucks/s:tucks,,,0,T,ECDICT|WEBSTER_1913,T,Missing Oxford cross-check or Chinese translation.
tudor,'tju:dә,,,n. an English dynasty descended from Henry Tudor; Tudor monarchs ruled from Henry VII to Elizabeth I (from 1485 to 1603),n. 英国都铎王朝,,F,,7943,,,,,0,T,ECDICT|WEBSTER_1913,T,Missing Oxford cross-check or Chinese translation.
tuesday,'tju:zdi,,,n. the third day of the week; the second working day,n. 星期二,4,T,zk gk ielts,2348,,s:tuesdays,A1,n.,1,T,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
tug,tʌg,,,n. a sudden abrupt pull,"n. 用力拉, 拖曳, 苦干, 挣扎, 绳索",2,F,cet6 ky toefl ielts,6725,6210,p:tugged/i:tugging/s:tugs/d:tugged/3:tugs,,,0,T,ECDICT|WEBSTER_1913,T,Missing Oxford cross-check or Chinese translation.
tuition,tju:'iʃәn,,,n. a fee paid for instruction (especially for higher education),"n. 学费, 讲授",1,F,cet4 cet6 ky toefl ielts,8818,5817,i:tuitioning,C1,n.,1,T,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
tumble,tʌmbl,,,n. an acrobatic feat of rolling or turning end over end,"n. 跌倒, 摔跤, 翻斤斗",2,F,cet4 cet6 ky toefl ielts,6023,5472,p:tumbled/i:tumbling/d:tumbled/3:tumbles/s:tumbles,,,0,T,ECDICT|WEBSTER_1913,T,Missing Oxford cross-check or Chinese translation.
tumor,'tju:mә,,,n. an abnormal new mass of tissue that serves no purpose,"n. 肿大, 肿块, 瘤, 赘生物, 肿瘤",,F,,,4162,s:tumors,,,0,T,ECDICT|WEBSTER_1913,T,Missing Oxford cross-check or Chinese translation.
tumour,'tju:mә,,,n an abnormal new mass of tissue that serves no purpose,"n. 瘤, 肿块",2,F,ky ielts,4248,,s:tumours,,,0,F,ECDICT,T,Missing Oxford cross-check or Chinese translation.
tuna,'tju:nә,,,n. tropical American prickly pear of Jamaica,"n. 金枪鱼, 金枪鱼肉",1,F,cet6,10709,5993,s:tunas,,,0,T,ECDICT|WEBSTER_1913,T,Missing Oxford cross-check or Chinese translation.
tune,tju:n,,,n. a succession of notes forming a distinctive sequence,"n. 歌曲, 主旋律, 心情, 声调, 和谐, 一致, 语调, 程度",3,T,gk cet4 cet6 ky toefl ielts,3770,3646,s:tunes/d:tuned/i:tuning/p:tuned/3:tunes,B2,n.,1,T,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
tunnel,'tʌnl,,,"n. a passageway through or under something, usually underground (especially one for trains or cars)","n. 隧道, 地下道",3,T,cet4 cet6 ky toefl ielts,2770,3355,s:tunnels/d:tunnelled/p:tunnelled/i:tunnelling/3:tunnels,B2,n.,1,T,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
turbine,'tә:bain,,,n. rotary engine in which the kinetic energy of a moving fluid is converted into mechanical energy by causing a bladed rotor to rotate,n. 涡轮机,1,F,cet4 cet6 ky,10576,7278,s:turbines,,,0,T,ECDICT|WEBSTER_1913,T,Missing Oxford cross-check or Chinese translation.
turbulent,'tә:bjulәnt,,,s characterized by unrest or disorder or insubordination,"a. 狂暴的, 骚乱的, 紊乱的",1,F,cet4 cet6 ky toefl ielts gre,8716,9806,,,,0,T,ECDICT|WEBSTER_1913,T,Missing Oxford cross-check or Chinese translation.
turf,tә:f,,,n. surface layer of ground containing a mat of grass and grass roots,"n. 草皮, 泥炭, 跑马场",1,F,ielts,7955,6610,d:turfed/s:turfs/i:turfing/p:turfed/3:turfs,,,0,T,ECDICT|WEBSTER_1913,T,Missing Oxford cross-check or Chinese translation.
turk,tә:k,,,n. a native or inhabitant of Turkey,"n. 土耳其人, 土耳其马",,F,,7983,7202,s:turks,,,0,T,ECDICT|WEBSTER_1913,T,Missing Oxford cross-check or Chinese translation.
turkey,'tә:ki,,,n. large gallinaceous bird with fan-shaped tail; widely domesticated for food,"n. 火鸡, 无用的家伙, 土耳其",1,F,gk cet4 cet6 ky,4180,3292,s:turkeys,,,0,T,ECDICT|WEBSTER_1913,T,Missing Oxford cross-check or Chinese translation.
turkish,'tә:kiʃ,,,n. a Turkic language spoken by the Turks,n. 土耳其语,,F,,4598,5557,,,,0,T,ECDICT|WEBSTER_1913,T,Missing Oxford cross-check or Chinese translation.
turmoil,'tә:mɒil,,,n a violent disturbance,"n. 骚动, 混乱",2,F,cet6 toefl ielts gre,7668,6502,s:turmoils/p:turmoiled,,,0,T,ECDICT|WEBSTER_1913,T,Missing Oxford cross-check or Chinese translation.
turn,tә:n,,,n. the act of changing or reversing the direction of the course,"n. 转弯, 转动, 旋转, 翻转, 一圈, 顺次, 改动, 变化, 性格, 特色, 形状, 转折",5,T,zk gk,183,170,p:turned/d:turned/i:turning/3:turns/s:turns,A1,n.|v.,2,T,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
turnaround,'tә:nә.raund,,,n. time need to prepare a vessel or ship for a return trip,"n. 转向, 回车道, 转变",1,F,,19869,8299,s:turnarounds,,,0,F,ECDICT,T,Missing Oxford cross-check or Chinese translation.
turner,'tә:nә,,,n. United States slave and insurrectionist who in 1831 led a rebellion of slaves in Virginia; he was captured and executed (1800-1831),"n. 车工, 体育协会会员",,F,,5082,,s:turners,,,0,T,ECDICT|WEBSTER_1913,T,Missing Oxford cross-check or Chinese translation.
turning,'tә:niŋ,,,n. act of changing in practice or custom,"n. 旋转, 转弯处, 车削工作",1,F,cet4 cet6 ielts,6345,6215,0:turn/1:i/i:turning/s:turnings,,,0,T,ECDICT|WEBSTER_1913,T,Missing Oxford cross-check or Chinese translation.
turnout,'tә:naut,,,n. the group that gathers together for a particular occasion,"n. 聚集的人群, 出席者, 产量",1,F,,10654,8011,s:turnouts,C1,n.,1,F,ECDICT|OXFORD_REPO,F,
turnover,'tә:n.әuvә,,,n. a dish made by folding a piece of pastry over a filling,"n. 翻倒, 翻转, 半圆酥饼, 营业额, 流通, 周转",2,F,cet6 ky ielts,2796,6125,s:turnovers,C1,n.,1,T,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
turtle,'tә:tl,,,n. any of various aquatic and land reptiles having a bony shell and flipper-like limbs for swimming,n. 海龟,1,F,cet6 toefl,10121,6490,s:turtles/i:turtling/p:turtled/3:turtles/d:turtled,,,0,T,ECDICT|WEBSTER_1913,T,Missing Oxford cross-check or Chinese translation.
tutor,'tju:tә,,,v. be a tutor to someone; give individual instruction,"n. 家庭教师, 导师, 助教, 监护人",2,F,gk cet4 cet6 ky toefl ielts gre,3839,9093,s:tutors/i:tutoring/p:tutored/3:tutors/d:tutored,,,0,T,ECDICT|WEBSTER_1913,T,Missing Oxford cross-check or Chinese translation.
tutorial,tju:'tɒ:riәl,,,n. a session of intensive tuition given by a tutor to an individual or to a small number of students,"n. 个别指导, 论文, 学习指南, 指导手册",1,F,toefl ielts,8172,15959,s:tutorials,,,0,T,ECDICT|WEBSTER_1913,T,Missing Oxford cross-check or Chinese translation.
tv,'ti:'vi:,,,n broadcasting visual images of stationary or moving objects,电视,4,T,zk gk ky ielts,1457,730,,A1,n.,1,F,ECDICT|OXFORD_REPO,F,
tweed,twi:d,,,n. thick woolen fabric used for clothing; originated in Scotland,"n. (粗)花呢, 花呢服装",1,F,,8914,13783,s:tweeds/p:tweeded,,,0,T,ECDICT|WEBSTER_1913,T,Missing Oxford cross-check or Chinese translation.
twelfth,twelfθ,,,n. position 12 in a countable series of things,"num. 第十二, 十二分之一",4,F,zk gk,6150,12592,,,,0,T,ECDICT|WEBSTER_1913,T,Missing Oxford cross-check or Chinese translation.
twelve,twelv,,,n. the cardinal number that is the sum of eleven and one,"num. 十二, 十二个",5,F,zk gk,1447,3218,,A1,num.,1,T,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
twentieth,'twentiiθ,,,n. position 20 in a countable series of things,"num. 第二十, 二十分之一",4,F,zk gk,3802,4889,,,,0,T,ECDICT|WEBSTER_1913,T,Missing Oxford cross-check or Chinese translation.
twenty,'twenti,,,n. the cardinal number that is the sum of nineteen and one,"num. 二十, 二十个",5,F,zk gk,605,2086,,A1,num.,1,T,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
